record_id,date,time,station_id,entry_count,exit_count,total_passengers,peak_hour_flag,weekday,holiday_flag,weather_condition,event_near_station,crowd_density_level
PF0008198,2024-12-11,13:00,DEL006,5736,5737,11473,0,Wednesday,0,Clear,None,Low
PF0008199,2024-12-11,14:00,DEL006,5266,5267,10533,0,Wednesday,0,Clear,None,Low
PF0008200,2024-12-11,15:00,DEL006,6850,6851,13701,0,Wednesday,0,Clear,None,Medium
PF0008201,2024-12-11,16:00,DEL006,6954,6955,13909,0,Wednesday,0,Clear,None,Medium
PF0008202,2024-12-11,17:00,DEL006,12947,7283,20230,0,Wednesday,0,Clear,None,Medium
PF0008203,2024-12-11,18:00,DEL006,15798,8887,24685,1,Wednesday,0,Clear,None,High
PF0008204,2024-12-11,19:00,DEL006,19093,10740,29833,1,Wednesday,0,Clear,None,High
PF0008205,2024-12-11,20:00,DEL006,16438,9246,25684,1,Wednesday,0,Clear,None,High
PF0008206,2024-12-11,21:00,DEL006,10666,5999,16665,0,Wednesday,0,Clear,None,Medium
PF0008207,2024-12-11,22:00,DEL006,5068,2851,7919,0,Wednesday,0,Clear,None,Low
PF0008208,2024-12-11,23:00,DEL006,4060,2284,6344,0,Wednesday,0,Clear,None,Low
PF0008209,2024-12-12,05:00,DEL006,1004,1785,2789,0,Thursday,0,Haze,None,Low
PF0008210,2024-12-12,06:00,DEL006,2089,3713,5802,0,Thursday,0,Haze,None,Low
PF0008211,2024-12-12,07:00,DEL006,3772,6705,10477,0,Thursday,0,Haze,None,Low
PF0008212,2024-12-12,08:00,DEL006,7471,13281,20752,1,Thursday,0,Haze,None,Medium
PF0008213,2024-12-12,09:00,DEL006,10407,18501,28908,1,Thursday,0,Haze,None,High
PF0008214,2024-12-12,10:00,DEL006,8340,14827,23167,1,Thursday,0,Haze,None,High
PF0008215,2024-12-12,11:00,DEL006,5503,9784,15287,0,Thursday,0,Haze,None,Medium
PF0008216,2024-12-12,12:00,DEL006,5392,5392,10784,0,Thursday,0,Haze,None,Low
PF0008217,2024-12-12,13:00,DEL006,5230,5231,10461,0,Thursday,0,Haze,None,Low
PF0008218,2024-12-12,14:00,DEL006,3986,3987,7973,0,Thursday,0,Haze,None,Low
PF0008219,2024-12-12,15:00,DEL006,4435,4435,8870,0,Thursday,0,Haze,None,Low
PF0008220,2024-12-12,16:00,DEL006,6348,6348,12696,0,Thursday,0,Haze,None,Low
PF0008221,2024-12-12,17:00,DEL006,10539,5928,16467,0,Thursday,0,Haze,None,Medium
PF0008222,2024-12-12,18:00,DEL006,16466,9262,25728,1,Thursday,0,Haze,None,High
PF0008223,2024-12-12,19:00,DEL006,14702,8270,22972,1,Thursday,0,Haze,None,High
PF0008224,2024-12-12,20:00,DEL006,12856,7232,20088,1,Thursday,0,Haze,None,Medium
PF0008225,2024-12-12,21:00,DEL006,8068,4539,12607,0,Thursday,0,Haze,None,Low
PF0008226,2024-12-12,22:00,DEL006,5687,3199,8886,0,Thursday,0,Haze,None,Low
PF0008227,2024-12-12,23:00,DEL006,3178,1787,4965,0,Thursday,0,Haze,None,Low
PF0008228,2024-12-13,05:00,DEL006,995,1768,2763,0,Friday,0,Cloudy,None,Low
PF0008229,2024-12-13,06:00,DEL006,1940,3450,5390,0,Friday,0,Cloudy,None,Low
PF0008230,2024-12-13,07:00,DEL006,4150,7379,11529,0,Friday,0,Cloudy,None,Low
PF0008231,2024-12-13,08:00,DEL006,8261,14685,22946,1,Friday,0,Cloudy,None,High
PF0008232,2024-12-13,09:00,DEL006,9485,16861,26346,1,Friday,0,Cloudy,None,High
PF0008233,2024-12-13,10:00,DEL006,6322,11238,17560,1,Friday,0,Cloudy,None,Medium
PF0008234,2024-12-13,11:00,DEL006,4648,8263,12911,0,Friday,0,Cloudy,None,Medium
PF0008235,2024-12-13,12:00,DEL006,5276,5277,10553,0,Friday,0,Cloudy,None,Low
PF0008236,2024-12-13,13:00,DEL006,5438,5438,10876,0,Friday,0,Cloudy,None,Low
PF0008237,2024-12-13,14:00,DEL006,4897,4897,9794,0,Friday,0,Cloudy,None,Low
PF0008238,2024-12-13,15:00,DEL006,5890,5890,11780,0,Friday,0,Cloudy,None,Low
PF0008239,2024-12-13,16:00,DEL006,6618,6617,13235,0,Friday,0,Cloudy,None,Medium
PF0008240,2024-12-13,17:00,DEL006,10753,6048,16801,0,Friday,0,Cloudy,None,Medium
PF0008241,2024-12-13,18:00,DEL006,14529,8172,22701,1,Friday,0,Cloudy,None,High
PF0008242,2024-12-13,19:00,DEL006,20181,11352,31533,1,Friday,0,Cloudy,None,High
PF0008243,2024-12-13,20:00,DEL006,14434,8119,22553,1,Friday,0,Cloudy,None,High
PF0008244,2024-12-13,21:00,DEL006,9346,5257,14603,0,Friday,0,Cloudy,None,Medium
PF0008245,2024-12-13,22:00,DEL006,4547,2557,7104,0,Friday,0,Cloudy,None,Low
PF0008246,2024-12-13,23:00,DEL006,3151,1772,4923,0,Friday,0,Cloudy,None,Low
PF0008247,2024-12-14,05:00,DEL006,754,1340,2094,0,Saturday,0,Clear,None,Low
PF0008248,2024-12-14,06:00,DEL006,1648,2929,4577,0,Saturday,0,Clear,None,Low
PF0008249,2024-12-14,07:00,DEL006,3179,5652,8831,0,Saturday,0,Clear,None,Low
PF0008250,2024-12-14,08:00,DEL006,6155,10941,17096,1,Saturday,0,Clear,None,Medium
PF0008251,2024-12-14,09:00,DEL006,7794,13857,21651,1,Saturday,0,Clear,None,High
PF0008252,2024-12-14,10:00,DEL006,5957,10591,16548,1,Saturday,0,Clear,None,Medium
PF0008253,2024-12-14,11:00,DEL006,3972,7061,11033,0,Saturday,0,Clear,None,Low
PF0008254,2024-12-14,12:00,DEL006,4994,4994,9988,0,Saturday,0,Clear,None,Low
PF0008255,2024-12-14,13:00,DEL006,3814,3814,7628,0,Saturday,0,Clear,None,Low
PF0008256,2024-12-14,14:00,DEL006,4650,4649,9299,0,Saturday,0,Clear,None,Low
PF0008257,2024-12-14,15:00,DEL006,5114,5114,10228,0,Saturday,0,Clear,None,Low
PF0008258,2024-12-14,16:00,DEL006,5514,5515,11029,0,Saturday,0,Clear,None,Low
PF0008259,2024-12-14,17:00,DEL006,9534,5363,14897,0,Saturday,0,Clear,None,Medium
PF0008260,2024-12-14,18:00,DEL006,14139,7953,22092,1,Saturday,0,Clear,None,High
PF0008261,2024-12-14,19:00,DEL006,12965,7293,20258,1,Saturday,0,Clear,None,Medium
PF0008262,2024-12-14,20:00,DEL006,11478,6457,17935,1,Saturday,0,Clear,None,Medium
PF0008263,2024-12-14,21:00,DEL006,6442,3624,10066,0,Saturday,0,Clear,None,Low
PF0008264,2024-12-14,22:00,DEL006,3507,1973,5480,0,Saturday,0,Clear,None,Low
PF0008265,2024-12-14,23:00,DEL006,2833,1593,4426,0,Saturday,0,Clear,None,Low
PF0008266,2024-12-15,05:00,DEL006,599,1064,1663,0,Sunday,0,Clear,None,Low
PF0008267,2024-12-15,06:00,DEL006,1369,2433,3802,0,Sunday,0,Clear,None,Low
PF0008268,2024-12-15,07:00,DEL006,3046,5416,8462,0,Sunday,0,Clear,None,Low
PF0008269,2024-12-15,08:00,DEL006,6498,11552,18050,1,Sunday,0,Clear,None,Medium
PF0008270,2024-12-15,09:00,DEL006,6916,12295,19211,1,Sunday,0,Clear,None,Medium
PF0008271,2024-12-15,10:00,DEL006,6040,10738,16778,1,Sunday,0,Clear,None,Medium
PF0008272,2024-12-15,11:00,DEL006,3563,6333,9896,0,Sunday,0,Clear,None,Low
PF0008273,2024-12-15,12:00,DEL006,3661,3661,7322,0,Sunday,0,Clear,None,Low
PF0008274,2024-12-15,13:00,DEL006,3074,3074,6148,0,Sunday,0,Clear,None,Low
PF0008275,2024-12-15,14:00,DEL006,4426,4425,8851,0,Sunday,0,Clear,None,Low
PF0008276,2024-12-15,15:00,DEL006,3407,3407,6814,0,Sunday,0,Clear,None,Low
PF0008277,2024-12-15,16:00,DEL006,5416,5416,10832,0,Sunday,0,Clear,None,Low
PF0008278,2024-12-15,17:00,DEL006,8984,5054,14038,0,Sunday,0,Clear,None,Medium
PF0008279,2024-12-15,18:00,DEL006,9893,5565,15458,1,Sunday,0,Clear,None,Medium
PF0008280,2024-12-15,19:00,DEL006,12561,7066,19627,1,Sunday,0,Clear,None,Medium
PF0008281,2024-12-15,20:00,DEL006,11823,6651,18474,1,Sunday,0,Clear,None,Medium
PF0008282,2024-12-15,21:00,DEL006,7026,3952,10978,0,Sunday,0,Clear,None,Low
PF0008283,2024-12-15,22:00,DEL006,3467,1950,5417,0,Sunday,0,Clear,None,Low
PF0008284,2024-12-15,23:00,DEL006,2263,1273,3536,0,Sunday,0,Clear,None,Low
PF0008285,2024-12-16,05:00,DEL006,961,1709,2670,0,Monday,0,Cloudy,None,Low
PF0008286,2024-12-16,06:00,DEL006,1872,3327,5199,0,Monday,0,Cloudy,None,Low
PF0008287,2024-12-16,07:00,DEL006,4263,7579,11842,0,Monday,0,Cloudy,None,Low
PF0008288,2024-12-16,08:00,DEL006,8176,14536,22712,1,Monday,0,Cloudy,None,High
PF0008289,2024-12-16,09:00,DEL006,7906,14055,21961,1,Monday,0,Cloudy,None,High
PF0008290,2024-12-16,10:00,DEL006,7962,14156,22118,1,Monday,0,Cloudy,None,High
PF0008291,2024-12-16,11:00,DEL006,4673,8308,12981,0,Monday,0,Cloudy,None,Medium
PF0008292,2024-12-16,12:00,DEL006,5306,5307,10613,0,Monday,0,Cloudy,None,Low
PF0008293,2024-12-16,13:00,DEL006,5418,5419,10837,0,Monday,0,Cloudy,None,Low
PF0008294,2024-12-16,14:00,DEL006,5920,5921,11841,0,Monday,0,Cloudy,None,Low
PF0008295,2024-12-16,15:00,DEL006,5804,5804,11608,0,Monday,0,Cloudy,None,Low
PF0008296,2024-12-16,16:00,DEL006,6113,6113,12226,0,Monday,0,Cloudy,None,Low
PF0008297,2024-12-16,17:00,DEL006,11773,6623,18396,0,Monday,0,Cloudy,None,Medium
PF0008298,2024-12-16,18:00,DEL006,14543,8181,22724,1,Monday,0,Cloudy,None,High
PF0008299,2024-12-16,19:00,DEL006,14073,7916,21989,1,Monday,0,Cloudy,None,High
PF0008300,2024-12-16,20:00,DEL006,13386,7530,20916,1,Monday,0,Cloudy,None,Medium
PF0008301,2024-12-16,21:00,DEL006,10020,5636,15656,0,Monday,0,Cloudy,None,Medium
PF0008302,2024-12-16,22:00,DEL006,4207,2366,6573,0,Monday,0,Cloudy,None,Low
PF0008303,2024-12-16,23:00,DEL006,3375,1899,5274,0,Monday,0,Cloudy,None,Low
PF0008304,2024-12-17,05:00,DEL006,946,1683,2629,0,Tuesday,0,Cloudy,None,Low
PF0008305,2024-12-17,06:00,DEL006,1958,3481,5439,0,Tuesday,0,Cloudy,None,Low
PF0008306,2024-12-17,07:00,DEL006,3440,6116,9556,0,Tuesday,0,Cloudy,None,Low
PF0008307,2024-12-17,08:00,DEL006,6528,11606,18134,1,Tuesday,0,Cloudy,None,Medium
PF0008308,2024-12-17,09:00,DEL006,8204,14586,22790,1,Tuesday,0,Cloudy,None,High
PF0008309,2024-12-17,10:00,DEL006,8626,15336,23962,1,Tuesday,0,Cloudy,None,High
PF0008310,2024-12-17,11:00,DEL006,4290,7628,11918,0,Tuesday,0,Cloudy,None,Low
PF0008311,2024-12-17,12:00,DEL006,5023,5023,10046,0,Tuesday,0,Cloudy,None,Low
PF0008312,2024-12-17,13:00,DEL006,6400,6399,12799,0,Tuesday,0,Cloudy,None,Low
PF0008313,2024-12-17,14:00,DEL006,4898,4899,9797,0,Tuesday,0,Cloudy,None,Low
PF0008314,2024-12-17,15:00,DEL006,5468,5468,10936,0,Tuesday,0,Cloudy,None,Low
PF0008315,2024-12-17,16:00,DEL006,7312,7311,14623,0,Tuesday,0,Cloudy,None,Medium
PF0008316,2024-12-17,17:00,DEL006,13046,7338,20384,0,Tuesday,0,Cloudy,None,Medium
PF0008317,2024-12-17,18:00,DEL006,13199,7424,20623,1,Tuesday,0,Cloudy,None,Medium
PF0008318,2024-12-17,19:00,DEL006,15711,8838,24549,1,Tuesday,0,Cloudy,None,High
PF0008319,2024-12-17,20:00,DEL006,13944,7843,21787,1,Tuesday,0,Cloudy,None,High
PF0008320,2024-12-17,21:00,DEL006,10091,5676,15767,0,Tuesday,0,Cloudy,None,Medium
PF0008321,2024-12-17,22:00,DEL006,4689,2637,7326,0,Tuesday,0,Cloudy,None,Low
PF0008322,2024-12-17,23:00,DEL006,3217,1809,5026,0,Tuesday,0,Cloudy,None,Low
PF0008323,2024-12-18,05:00,DEL006,940,1671,2611,0,Wednesday,0,Fog,None,Low
PF0008324,2024-12-18,06:00,DEL006,1916,3407,5323,0,Wednesday,0,Fog,None,Low
PF0008325,2024-12-18,07:00,DEL006,3854,6852,10706,0,Wednesday,0,Fog,None,Low
PF0008326,2024-12-18,08:00,DEL006,6606,11745,18351,1,Wednesday,0,Fog,None,Medium
PF0008327,2024-12-18,09:00,DEL006,8542,15185,23727,1,Wednesday,0,Fog,None,High
PF0008328,2024-12-18,10:00,DEL006,7373,13107,20480,1,Wednesday,0,Fog,None,Medium
PF0008329,2024-12-18,11:00,DEL006,5080,9032,14112,0,Wednesday,0,Fog,None,Medium
PF0008330,2024-12-18,12:00,DEL006,4892,4893,9785,0,Wednesday,0,Fog,None,Low
PF0008331,2024-12-18,13:00,DEL006,5001,5001,10002,0,Wednesday,0,Fog,None,Low
PF0008332,2024-12-18,14:00,DEL006,4498,4498,8996,0,Wednesday,0,Fog,None,Low
PF0008333,2024-12-18,15:00,DEL006,5946,5946,11892,0,Wednesday,0,Fog,None,Low
PF0008334,2024-12-18,16:00,DEL006,6362,6361,12723,0,Wednesday,0,Fog,None,Low
PF0008335,2024-12-18,17:00,DEL006,12437,6996,19433,0,Wednesday,0,Fog,None,Medium
PF0008336,2024-12-18,18:00,DEL006,14477,8144,22621,1,Wednesday,0,Fog,None,High
PF0008337,2024-12-18,19:00,DEL006,16175,9099,25274,1,Wednesday,0,Fog,None,High
PF0008338,2024-12-18,20:00,DEL006,10906,6134,17040,1,Wednesday,0,Fog,None,Medium
PF0008339,2024-12-18,21:00,DEL006,6294,3541,9835,0,Wednesday,0,Fog,None,Low
PF0008340,2024-12-18,22:00,DEL006,5414,3045,8459,0,Wednesday,0,Fog,None,Low
PF0008341,2024-12-18,23:00,DEL006,3233,1818,5051,0,Wednesday,0,Fog,None,Low
PF0008342,2024-12-19,05:00,DEL006,1022,1816,2838,0,Thursday,0,Clear,None,Low
PF0008343,2024-12-19,06:00,DEL006,1752,3115,4867,0,Thursday,0,Clear,None,Low
PF0008344,2024-12-19,07:00,DEL006,3643,6476,10119,0,Thursday,0,Clear,None,Low
PF0008345,2024-12-19,08:00,DEL006,8860,15751,24611,1,Thursday,0,Clear,None,High
PF0008346,2024-12-19,09:00,DEL006,11753,20895,32648,1,Thursday,0,Clear,None,Critical
PF0008347,2024-12-19,10:00,DEL006,7511,13354,20865,1,Thursday,0,Clear,None,Medium
PF0008348,2024-12-19,11:00,DEL006,5342,9496,14838,0,Thursday,0,Clear,None,Medium
PF0008349,2024-12-19,12:00,DEL006,5668,5667,11335,0,Thursday,0,Clear,None,Low
PF0008350,2024-12-19,13:00,DEL006,5495,5495,10990,0,Thursday,0,Clear,None,Low
PF0008351,2024-12-19,14:00,DEL006,6592,6592,13184,0,Thursday,0,Clear,None,Medium
PF0008352,2024-12-19,15:00,DEL006,5310,5310,10620,0,Thursday,0,Clear,None,Low
PF0008353,2024-12-19,16:00,DEL006,7815,7815,15630,0,Thursday,0,Clear,None,Medium
PF0008354,2024-12-19,17:00,DEL006,12934,7275,20209,0,Thursday,0,Clear,None,Medium
PF0008355,2024-12-19,18:00,DEL006,15991,8995,24986,1,Thursday,0,Clear,None,High
PF0008356,2024-12-19,19:00,DEL006,20240,11385,31625,1,Thursday,0,Clear,None,High
PF0008357,2024-12-19,20:00,DEL006,14652,8241,22893,1,Thursday,0,Clear,None,High
PF0008358,2024-12-19,21:00,DEL006,8813,4958,13771,0,Thursday,0,Clear,None,Medium
PF0008359,2024-12-19,22:00,DEL006,6076,3418,9494,0,Thursday,0,Clear,None,Low
PF0008360,2024-12-19,23:00,DEL006,4004,2253,6257,0,Thursday,0,Clear,None,Low
PF0008361,2024-12-20,05:00,DEL006,1066,1895,2961,0,Friday,0,Clear,None,Low
PF0008362,2024-12-20,06:00,DEL006,1163,2068,3231,0,Friday,0,Clear,None,Low
PF0008363,2024-12-20,07:00,DEL006,3974,7065,11039,0,Friday,0,Clear,None,Low
PF0008364,2024-12-20,08:00,DEL006,7775,13821,21596,1,Friday,0,Clear,None,High
PF0008365,2024-12-20,09:00,DEL006,9483,16860,26343,1,Friday,0,Clear,None,High
PF0008366,2024-12-20,10:00,DEL006,8077,14360,22437,1,Friday,0,Clear,None,High
PF0008367,2024-12-20,11:00,DEL006,4882,8680,13562,0,Friday,0,Clear,None,Medium
PF0008368,2024-12-20,12:00,DEL006,5646,5645,11291,0,Friday,0,Clear,None,Low
PF0008369,2024-12-20,13:00,DEL006,5146,5145,10291,0,Friday,0,Clear,None,Low
PF0008370,2024-12-20,14:00,DEL006,6079,6079,12158,0,Friday,0,Clear,None,Low
PF0008371,2024-12-20,15:00,DEL006,5699,5699,11398,0,Friday,0,Clear,None,Low
PF0008372,2024-12-20,16:00,DEL006,6967,6967,13934,0,Friday,0,Clear,None,Medium
PF0008373,2024-12-20,17:00,DEL006,12428,6990,19418,0,Friday,0,Clear,None,Medium
PF0008374,2024-12-20,18:00,DEL006,16989,9556,26545,1,Friday,0,Clear,None,High
PF0008375,2024-12-20,19:00,DEL006,18646,10489,29135,1,Friday,0,Clear,None,High
PF0008376,2024-12-20,20:00,DEL006,13382,7527,20909,1,Friday,0,Clear,None,Medium
PF0008377,2024-12-20,21:00,DEL006,9297,5229,14526,0,Friday,0,Clear,None,Medium
PF0008378,2024-12-20,22:00,DEL006,5164,2904,8068,0,Friday,0,Clear,None,Low
PF0008379,2024-12-20,23:00,DEL006,4032,2268,6300,0,Friday,0,Clear,None,Low
PF0008380,2024-12-21,05:00,DEL006,898,1596,2494,0,Saturday,0,Haze,None,Low
PF0008381,2024-12-21,06:00,DEL006,1517,2696,4213,0,Saturday,0,Haze,None,Low
PF0008382,2024-12-21,07:00,DEL006,3990,7093,11083,0,Saturday,0,Haze,None,Low
PF0008383,2024-12-21,08:00,DEL006,5111,9086,14197,1,Saturday,0,Haze,None,Medium
PF0008384,2024-12-21,09:00,DEL006,8605,15297,23902,1,Saturday,0,Haze,None,High
PF0008385,2024-12-21,10:00,DEL006,6021,10703,16724,1,Saturday,0,Haze,None,Medium
PF0008386,2024-12-21,11:00,DEL006,4806,8543,13349,0,Saturday,0,Haze,None,Medium
PF0008387,2024-12-21,12:00,DEL006,4608,4607,9215,0,Saturday,0,Haze,None,Low
PF0008388,2024-12-21,13:00,DEL006,4137,4137,8274,0,Saturday,0,Haze,None,Low
PF0008389,2024-12-21,14:00,DEL006,4374,4374,8748,0,Saturday,0,Haze,None,Low
PF0008390,2024-12-21,15:00,DEL006,4173,4173,8346,0,Saturday,0,Haze,None,Low
PF0008391,2024-12-21,16:00,DEL006,5446,5445,10891,0,Saturday,0,Haze,None,Low
PF0008392,2024-12-21,17:00,DEL006,9736,5476,15212,0,Saturday,0,Haze,None,Medium
PF0008393,2024-12-21,18:00,DEL006,11970,6733,18703,1,Saturday,0,Haze,None,Medium
PF0008394,2024-12-21,19:00,DEL006,14769,8307,23076,1,Saturday,0,Haze,None,High
PF0008395,2024-12-21,20:00,DEL006,11955,6724,18679,1,Saturday,0,Haze,None,Medium
PF0008396,2024-12-21,21:00,DEL006,6474,3641,10115,0,Saturday,0,Haze,None,Low
PF0008397,2024-12-21,22:00,DEL006,3599,2024,5623,0,Saturday,0,Haze,None,Low
PF0008398,2024-12-21,23:00,DEL006,2966,1668,4634,0,Saturday,0,Haze,None,Low
PF0008399,2024-12-22,05:00,DEL006,722,1283,2005,0,Sunday,0,Cloudy,None,Low
PF0008400,2024-12-22,06:00,DEL006,1471,2614,4085,0,Sunday,0,Cloudy,None,Low
PF0008401,2024-12-22,07:00,DEL006,2892,5141,8033,0,Sunday,0,Cloudy,None,Low
PF0008402,2024-12-22,08:00,DEL006,6344,11277,17621,1,Sunday,0,Cloudy,None,Medium
PF0008403,2024-12-22,09:00,DEL006,7535,13396,20931,1,Sunday,0,Cloudy,None,Medium
PF0008404,2024-12-22,10:00,DEL006,6951,12356,19307,1,Sunday,0,Cloudy,None,Medium
PF0008405,2024-12-22,11:00,DEL006,4488,7979,12467,0,Sunday,0,Cloudy,None,Low
PF0008406,2024-12-22,12:00,DEL006,3138,3137,6275,0,Sunday,0,Cloudy,None,Low
PF0008407,2024-12-22,13:00,DEL006,2970,2970,5940,0,Sunday,0,Cloudy,None,Low
PF0008408,2024-12-22,14:00,DEL006,3804,3804,7608,0,Sunday,0,Cloudy,None,Low
PF0008409,2024-12-22,15:00,DEL006,3998,3999,7997,0,Sunday,0,Cloudy,None,Low
PF0008410,2024-12-22,16:00,DEL006,4722,4722,9444,0,Sunday,0,Cloudy,None,Low
PF0008411,2024-12-22,17:00,DEL006,9126,5134,14260,0,Sunday,0,Cloudy,None,Medium
PF0008412,2024-12-22,18:00,DEL006,10667,6000,16667,1,Sunday,0,Cloudy,None,Medium
PF0008413,2024-12-22,19:00,DEL006,11336,6376,17712,1,Sunday,0,Cloudy,None,Medium
PF0008414,2024-12-22,20:00,DEL006,9216,5184,14400,1,Sunday,0,Cloudy,None,Medium
PF0008415,2024-12-22,21:00,DEL006,5969,3357,9326,0,Sunday,0,Cloudy,None,Low
PF0008416,2024-12-22,22:00,DEL006,3963,2229,6192,0,Sunday,0,Cloudy,None,Low
PF0008417,2024-12-22,23:00,DEL006,2317,1304,3621,0,Sunday,0,Cloudy,None,Low
PF0008418,2024-12-23,05:00,DEL006,853,1516,2369,0,Monday,0,Fog,None,Low
PF0008419,2024-12-23,06:00,DEL006,1857,3301,5158,0,Monday,0,Fog,None,Low
PF0008420,2024-12-23,07:00,DEL006,3444,6122,9566,0,Monday,0,Fog,None,Low
PF0008421,2024-12-23,08:00,DEL006,7812,13887,21699,1,Monday,0,Fog,None,High
PF0008422,2024-12-23,09:00,DEL006,7976,14180,22156,1,Monday,0,Fog,None,High
PF0008423,2024-12-23,10:00,DEL006,6228,11073,17301,1,Monday,0,Fog,None,Medium
PF0008424,2024-12-23,11:00,DEL006,4526,8045,12571,0,Monday,0,Fog,None,Low
PF0008425,2024-12-23,12:00,DEL006,5077,5077,10154,0,Monday,0,Fog,None,Low
PF0008426,2024-12-23,13:00,DEL006,4458,4458,8916,0,Monday,0,Fog,None,Low
PF0008427,2024-12-23,14:00,DEL006,5536,5535,11071,0,Monday,0,Fog,None,Low
PF0008428,2024-12-23,15:00,DEL006,5819,5819,11638,0,Monday,0,Fog,None,Low
PF0008429,2024-12-23,16:00,DEL006,5717,5717,11434,0,Monday,0,Fog,None,Low
PF0008430,2024-12-23,17:00,DEL006,12557,7063,19620,0,Monday,0,Fog,None,Medium
PF0008431,2024-12-23,18:00,DEL006,10706,6022,16728,1,Monday,0,Fog,None,Medium
PF0008432,2024-12-23,19:00,DEL006,17296,9729,27025,1,Monday,0,Fog,None,High
PF0008433,2024-12-23,20:00,DEL006,11421,6424,17845,1,Monday,0,Fog,None,Medium
PF0008434,2024-12-23,21:00,DEL006,8570,4820,13390,0,Monday,0,Fog,None,Medium
PF0008435,2024-12-23,22:00,DEL006,4234,2382,6616,0,Monday,0,Fog,None,Low
PF0008436,2024-12-23,23:00,DEL006,3101,1745,4846,0,Monday,0,Fog,None,Low
PF0008437,2024-12-24,05:00,DEL006,874,1555,2429,0,Tuesday,0,Clear,None,Low
PF0008438,2024-12-24,06:00,DEL006,1863,3311,5174,0,Tuesday,0,Clear,None,Low
PF0008439,2024-12-24,07:00,DEL006,4503,8006,12509,0,Tuesday,0,Clear,None,Low
PF0008440,2024-12-24,08:00,DEL006,7531,13388,20919,1,Tuesday,0,Clear,None,Medium
PF0008441,2024-12-24,09:00,DEL006,11525,20488,32013,1,Tuesday,0,Clear,None,High
PF0008442,2024-12-24,10:00,DEL006,7320,13012,20332,1,Tuesday,0,Clear,None,Medium
PF0008443,2024-12-24,11:00,DEL006,5468,9721,15189,0,Tuesday,0,Clear,None,Medium
PF0008444,2024-12-24,12:00,DEL006,4428,4427,8855,0,Tuesday,0,Clear,None,Low
PF0008445,2024-12-24,13:00,DEL006,5136,5135,10271,0,Tuesday,0,Clear,None,Low
PF0008446,2024-12-24,14:00,DEL006,5004,5003,10007,0,Tuesday,0,Clear,None,Low
PF0008447,2024-12-24,15:00,DEL006,6100,6100,12200,0,Tuesday,0,Clear,None,Low
PF0008448,2024-12-24,16:00,DEL006,6731,6731,13462,0,Tuesday,0,Clear,None,Medium
PF0008449,2024-12-24,17:00,DEL006,9370,5270,14640,0,Tuesday,0,Clear,None,Medium
PF0008450,2024-12-24,18:00,DEL006,13231,7443,20674,1,Tuesday,0,Clear,None,Medium
PF0008451,2024-12-24,19:00,DEL006,15205,8553,23758,1,Tuesday,0,Clear,None,High
PF0008452,2024-12-24,20:00,DEL006,14799,8324,23123,1,Tuesday,0,Clear,None,High
PF0008453,2024-12-24,21:00,DEL006,9140,5141,14281,0,Tuesday,0,Clear,None,Medium
PF0008454,2024-12-24,22:00,DEL006,4923,2769,7692,0,Tuesday,0,Clear,None,Low
PF0008455,2024-12-24,23:00,DEL006,3198,1799,4997,0,Tuesday,0,Clear,None,Low
PF0008456,2024-12-25,05:00,DEL006,1027,1825,2852,0,Wednesday,1,Fog,None,Low
PF0008457,2024-12-25,06:00,DEL006,1700,3022,4722,0,Wednesday,1,Fog,None,Low
PF0008458,2024-12-25,07:00,DEL006,4008,7126,11134,0,Wednesday,1,Fog,None,Low
PF0008459,2024-12-25,08:00,DEL006,7951,14135,22086,1,Wednesday,1,Fog,None,High
PF0008460,2024-12-25,09:00,DEL006,9319,16567,25886,1,Wednesday,1,Fog,None,High
PF0008461,2024-12-25,10:00,DEL006,7970,14170,22140,1,Wednesday,1,Fog,None,High
PF0008462,2024-12-25,11:00,DEL006,4840,8604,13444,0,Wednesday,1,Fog,None,Medium
PF0008463,2024-12-25,12:00,DEL006,5588,5588,11176,0,Wednesday,1,Fog,None,Low
PF0008464,2024-12-25,13:00,DEL006,4613,4613,9226,0,Wednesday,1,Fog,None,Low
PF0008465,2024-12-25,14:00,DEL006,5650,5651,11301,0,Wednesday,1,Fog,None,Low
PF0008466,2024-12-25,15:00,DEL006,5870,5870,11740,0,Wednesday,1,Fog,None,Low
PF0008467,2024-12-25,16:00,DEL006,6868,6867,13735,0,Wednesday,1,Fog,None,Medium
PF0008468,2024-12-25,17:00,DEL006,12641,7111,19752,0,Wednesday,1,Fog,None,Medium
PF0008469,2024-12-25,18:00,DEL006,15163,8529,23692,1,Wednesday,1,Fog,None,High
PF0008470,2024-12-25,19:00,DEL006,18553,10436,28989,1,Wednesday,1,Fog,None,High
PF0008471,2024-12-25,20:00,DEL006,13716,7716,21432,1,Wednesday,1,Fog,None,Medium
PF0008472,2024-12-25,21:00,DEL006,7540,4241,11781,0,Wednesday,1,Fog,None,Low
PF0008473,2024-12-25,22:00,DEL006,5530,3110,8640,0,Wednesday,1,Fog,None,Low
PF0008474,2024-12-25,23:00,DEL006,2850,1603,4453,0,Wednesday,1,Fog,None,Low
PF0008475,2024-12-26,05:00,DEL006,978,1740,2718,0,Thursday,0,Haze,None,Low
PF0008476,2024-12-26,06:00,DEL006,1830,3254,5084,0,Thursday,0,Haze,None,Low
PF0008477,2024-12-26,07:00,DEL006,3636,6464,10100,0,Thursday,0,Haze,None,Low
