station_id,date,hour,day_of_week,previous_hour_passengers,previous_day_average,weather,holiday,event,train_frequency,occupancy,future_crowd_level,future_passenger_count,recommended_train_frequency,congestion_probability
DEL111,2024-11-11,8,Monday,2733,1247.9,Clear,0,None,5,112,High,3348,5,0.646
DEL111,2024-11-11,9,Monday,3828,1247.9,Clear,0,None,5,95,Medium,2142,8,0.297
DEL111,2024-11-11,10,Monday,3348,1247.9,Clear,0,None,5,44,Low,1347,12,0.035
DEL111,2024-11-11,11,Monday,2142,1247.9,Clear,0,None,12,27,Low,748,12,0.087
DEL111,2024-11-11,12,Monday,1347,1247.9,Clear,0,None,12,16,Low,740,12,0.065
DEL111,2024-11-11,13,Monday,748,1247.9,Clear,0,None,10,19,Low,736,12,0.105
DEL111,2024-11-11,14,Monday,740,1247.9,Clear,0,None,10,19,Low,1053,12,0.057
DEL111,2024-11-11,15,Monday,736,1247.9,Clear,0,None,10,29,Low,1552,12,0.087
DEL111,2024-11-11,16,Monday,1053,1247.9,Clear,0,None,12,38,Medium,2528,8,0.299
DEL111,2024-11-11,17,Monday,1552,1247.9,Clear,0,None,12,57,Medium,2527,8,0.232
DEL111,2024-11-11,18,Monday,2528,1247.9,Clear,0,None,5,100,High,3675,5,0.57
DEL111,2024-11-11,19,Monday,2527,1247.9,Clear,0,None,7,90,High,3436,5,0.615
DEL111,2024-11-11,20,Monday,3675,1247.9,Clear,0,None,5,88,Medium,1943,8,0.291
DEL111,2024-11-11,21,Monday,3436,1247.9,Clear,0,None,15,41,Low,1168,12,0.026
DEL111,2024-11-11,22,Monday,1943,1247.9,Clear,0,None,15,29,Low,314,12,0.027
DEL111,2024-11-11,23,Monday,1168,1247.9,Clear,0,None,12,11,Low,314,12,0.074
DEL111,2024-11-12,5,Tuesday,400,1856.7,Haze,0,None,10,8,Low,1235,12,0.106
DEL111,2024-11-12,6,Tuesday,400,1856.7,Haze,0,None,15,32,Medium,2669,8,0.213
DEL111,2024-11-12,7,Tuesday,1235,1856.7,Haze,0,None,15,77,High,3493,5,0.607
DEL111,2024-11-12,8,Tuesday,2669,1856.7,Haze,0,None,7,107,High,3514,5,0.64
DEL111,2024-11-12,9,Tuesday,3493,1856.7,Haze,0,None,7,97,Medium,1675,8,0.264
DEL111,2024-11-12,10,Tuesday,3514,1856.7,Haze,0,None,5,53,Low,990,12,0.062
DEL111,2024-11-12,11,Tuesday,1675,1856.7,Haze,0,None,15,34,Low,808,12,0.024
DEL111,2024-11-12,12,Tuesday,990,1856.7,Haze,0,None,12,21,Low,830,12,0.082
DEL111,2024-11-12,13,Tuesday,808,1856.7,Haze,0,None,15,17,Low,692,12,0.052
DEL111,2024-11-12,14,Tuesday,830,1856.7,Haze,0,None,12,19,Low,991,12,0.016
DEL111,2024-11-12,15,Tuesday,692,1856.7,Haze,0,None,12,25,Low,1364,12,0.054
DEL111,2024-11-12,16,Tuesday,991,1856.7,Haze,0,None,15,42,Medium,2287,8,0.234
DEL111,2024-11-12,17,Tuesday,1364,1856.7,Haze,0,None,12,52,High,2973,5,0.607
DEL111,2024-11-12,18,Tuesday,2287,1856.7,Haze,0,None,7,78,Critical,4218,3,0.899
DEL111,2024-11-12,19,Tuesday,2973,1856.7,Haze,0,None,7,100,High,2852,5,0.582
DEL111,2024-11-12,20,Tuesday,4218,1856.7,Haze,0,None,5,79,Medium,1938,8,0.241
DEL111,2024-11-12,21,Tuesday,2852,1856.7,Haze,0,None,15,45,Low,1038,12,0.047
DEL111,2024-11-12,22,Tuesday,1938,1856.7,Haze,0,None,12,24,Low,396,12,0.102
DEL111,2024-11-12,23,Tuesday,1038,1856.7,Haze,0,None,12,9,Low,396,12,0.022
DEL111,2024-11-13,5,Wednesday,399,1808.6,Haze,0,None,12,11,Low,933,12,0.059
DEL111,2024-11-13,6,Wednesday,399,1808.6,Haze,0,None,15,26,Medium,2439,8,0.231
DEL111,2024-11-13,7,Wednesday,933,1808.6,Haze,0,None,12,76,High,3680,5,0.581
DEL111,2024-11-13,8,Wednesday,2439,1808.6,Haze,0,None,5,94,High,3188,5,0.592
DEL111,2024-11-13,9,Wednesday,3680,1808.6,Haze,0,None,5,103,Medium,2032,8,0.261
DEL111,2024-11-13,10,Wednesday,3188,1808.6,Haze,0,None,7,56,Low,1055,12,0.102
DEL111,2024-11-13,11,Wednesday,2032,1808.6,Haze,0,None,12,25,Low,801,12,0.038
DEL111,2024-11-13,12,Wednesday,1055,1808.6,Haze,0,None,10,19,Low,784,12,0.028
DEL111,2024-11-13,13,Wednesday,801,1808.6,Haze,0,None,15,22,Low,740,12,0.092
DEL111,2024-11-13,14,Wednesday,784,1808.6,Haze,0,None,15,16,Low,1206,12,0.016
DEL111,2024-11-13,15,Wednesday,740,1808.6,Haze,0,None,10,32,Low,1265,12,0.044
DEL111,2024-11-13,16,Wednesday,1206,1808.6,Haze,0,None,15,45,Medium,2229,8,0.232
DEL111,2024-11-13,17,Wednesday,1265,1808.6,Haze,0,None,15,48,High,3104,5,0.57
DEL111,2024-11-13,18,Wednesday,2229,1808.6,Haze,0,None,7,82,High,3698,5,0.572
DEL111,2024-11-13,19,Wednesday,3104,1808.6,Haze,0,None,7,86,High,2850,5,0.605
DEL111,2024-11-13,20,Wednesday,3698,1808.6,Haze,0,None,5,86,Medium,1880,8,0.225
DEL111,2024-11-13,21,Wednesday,2850,1808.6,Haze,0,None,12,54,Low,1123,12,0.086
DEL111,2024-11-13,22,Wednesday,1880,1808.6,Haze,0,None,12,29,Low,379,12,0.033
DEL111,2024-11-13,23,Wednesday,1123,1808.6,Haze,0,None,10,10,Low,379,12,0.033
DEL111,2024-11-14,5,Thursday,381,1778.2,Haze,0,None,10,8,Low,1186,12,0.02
DEL111,2024-11-14,6,Thursday,381,1778.2,Haze,0,None,15,28,Medium,2287,8,0.257
DEL111,2024-11-14,7,Thursday,1186,1778.2,Haze,0,None,12,75,High,3929,5,0.573
DEL111,2024-11-14,8,Thursday,2287,1778.2,Haze,0,None,7,83,High,2856,5,0.562
DEL111,2024-11-14,9,Thursday,3929,1778.2,Haze,0,None,7,79,Low,1347,12,0.102
DEL111,2024-11-14,10,Thursday,2856,1778.2,Haze,0,None,7,54,Low,1343,12,0.048
DEL111,2024-11-14,11,Thursday,1347,1778.2,Haze,0,None,10,24,Low,677,12,0.098
DEL111,2024-11-14,12,Thursday,1343,1778.2,Haze,0,None,10,17,Low,714,12,0.026
DEL111,2024-11-14,13,Thursday,677,1778.2,Haze,0,None,12,19,Low,608,12,0.059
DEL111,2024-11-14,14,Thursday,714,1778.2,Haze,0,None,15,17,Low,1071,12,0.056
DEL111,2024-11-14,15,Thursday,608,1778.2,Haze,0,None,12,31,Low,1526,12,0.099
DEL111,2024-11-14,16,Thursday,1071,1778.2,Haze,0,None,12,42,Medium,2297,8,0.256
DEL111,2024-11-14,17,Thursday,1526,1778.2,Haze,0,None,10,48,High,2959,5,0.61
DEL111,2024-11-14,18,Thursday,2297,1778.2,Haze,0,None,5,94,High,3573,5,0.575
DEL111,2024-11-14,19,Thursday,2959,1778.2,Haze,0,None,5,106,High,3101,5,0.593
DEL111,2024-11-14,20,Thursday,3573,1778.2,Haze,0,None,7,64,Medium,1914,8,0.277
DEL111,2024-11-14,21,Thursday,3101,1778.2,Haze,0,None,10,48,Low,1136,12,0.05
DEL111,2024-11-14,22,Thursday,1914,1778.2,Haze,0,None,10,29,Low,402,12,0.039
DEL111,2024-11-14,23,Thursday,1136,1778.2,Haze,0,None,15,9,Low,402,12,0.093
DEL111,2024-11-15,5,Friday,329,1753.0,Fog,1,None,12,9,Low,1137,12,0.017
DEL111,2024-11-15,6,Friday,329,1753.0,Fog,1,None,15,33,Medium,2261,8,0.248
DEL111,2024-11-15,7,Friday,1137,1753.0,Fog,1,None,12,57,High,3558,5,0.595
DEL111,2024-11-15,8,Friday,2261,1753.0,Fog,1,None,7,93,High,3213,5,0.647
DEL111,2024-11-15,9,Friday,3558,1753.0,Fog,1,None,5,100,Low,1391,12,0.066
DEL111,2024-11-15,10,Friday,3213,1753.0,Fog,1,None,7,50,Low,1042,12,0.099
DEL111,2024-11-15,11,Friday,1391,1753.0,Fog,1,None,12,28,Low,623,12,0.083
DEL111,2024-11-15,12,Friday,1042,1753.0,Fog,1,None,15,16,Low,598,12,0.025
DEL111,2024-11-15,13,Friday,623,1753.0,Fog,1,None,12,20,Low,637,12,0.079
DEL111,2024-11-15,14,Friday,598,1753.0,Fog,1,None,10,22,Low,1014,12,0.026
DEL111,2024-11-15,15,Friday,637,1753.0,Fog,1,None,12,27,Low,1123,12,0.075
DEL111,2024-11-15,16,Friday,1014,1753.0,Fog,1,None,15,44,Medium,2002,8,0.253
DEL111,2024-11-15,17,Friday,1123,1753.0,Fog,1,None,10,63,High,2929,5,0.562
DEL111,2024-11-15,18,Friday,2002,1753.0,Fog,1,None,5,80,High,3673,5,0.613
DEL111,2024-11-15,19,Friday,2929,1753.0,Fog,1,None,7,83,Medium,2493,8,0.22
DEL111,2024-11-15,20,Friday,3673,1753.0,Fog,1,None,5,74,Medium,1862,8,0.258
DEL111,2024-11-15,21,Friday,2493,1753.0,Fog,1,None,12,41,Low,1037,12,0.091
DEL111,2024-11-15,22,Friday,1862,1753.0,Fog,1,None,10,25,Low,332,12,0.096
DEL111,2024-11-15,23,Friday,1037,1753.0,Fog,1,None,12,8,Low,332,12,0.069
DEL111,2024-11-16,5,Saturday,325,1644.9,Fog,0,None,10,8,Low,1032,12,0.045
DEL111,2024-11-16,6,Saturday,325,1644.9,Fog,0,None,12,30,Medium,1978,8,0.226
DEL111,2024-11-16,7,Saturday,1032,1644.9,Fog,0,None,15,59,Medium,2672,8,0.283
DEL111,2024-11-16,8,Saturday,1978,1644.9,Fog,0,None,5,81,Medium,2709,8,0.293
DEL111,2024-11-16,9,Saturday,2672,1644.9,Fog,0,None,5,73,Low,1238,12,0.017
DEL111,2024-11-16,10,Saturday,2709,1644.9,Fog,0,None,7,43,Low,753,12,0.059
DEL111,2024-11-16,11,Saturday,1238,1644.9,Fog,0,None,10,26,Low,653,12,0.055
DEL111,2024-11-16,12,Saturday,753,1644.9,Fog,0,None,15,21,Low,610,12,0.048
DEL111,2024-11-16,13,Saturday,653,1644.9,Fog,0,None,10,18,Low,528,12,0.027
DEL111,2024-11-16,14,Saturday,610,1644.9,Fog,0,None,12,22,Low,1137,12,0.031
DEL111,2024-11-16,15,Saturday,528,1644.9,Fog,0,None,12,25,Low,995,12,0.097
DEL111,2024-11-16,16,Saturday,1137,1644.9,Fog,0,None,10,36,Medium,1839,8,0.226
DEL111,2024-11-16,17,Saturday,995,1644.9,Fog,0,None,12,60,Medium,2391,8,0.3
DEL111,2024-11-16,18,Saturday,1839,1644.9,Fog,0,None,5,94,High,3400,5,0.609
DEL111,2024-11-16,19,Saturday,2391,1644.9,Fog,0,None,7,99,Medium,2186,8,0.265
DEL111,2024-11-16,20,Saturday,3400,1644.9,Fog,0,None,5,86,Low,1402,12,0.074
DEL111,2024-11-16,21,Saturday,2186,1644.9,Fog,0,None,12,44,Low,709,12,0.028
DEL111,2024-11-16,22,Saturday,1402,1644.9,Fog,0,None,12,26,Low,349,12,0.054
DEL111,2024-11-16,23,Saturday,709,1644.9,Fog,0,None,15,8,Low,349,12,0.051
DEL111,2024-11-17,5,Sunday,228,1416.1,Fog,0,None,15,8,Low,763,12,0.099
DEL111,2024-11-17,6,Sunday,228,1416.1,Fog,0,None,12,31,Medium,1699,8,0.247
DEL111,2024-11-17,7,Sunday,763,1416.1,Fog,0,None,10,62,Medium,2292,8,0.23
DEL111,2024-11-17,8,Sunday,1699,1416.1,Fog,0,None,5,94,Medium,1697,8,0.28
DEL111,2024-11-17,9,Sunday,2292,1416.1,Fog,0,None,5,89,Low,1185,12,0.04
DEL111,2024-11-17,10,Sunday,1697,1416.1,Fog,0,None,5,51,Low,708,12,0.04
DEL111,2024-11-17,11,Sunday,1185,1416.1,Fog,0,None,12,25,Low,501,12,0.044
DEL111,2024-11-17,12,Sunday,708,1416.1,Fog,0,None,15,20,Low,589,12,0.016
DEL111,2024-11-17,13,Sunday,501,1416.1,Fog,0,None,10,21,Low,516,12,0.038
DEL111,2024-11-17,14,Sunday,589,1416.1,Fog,0,None,15,20,Low,790,12,0.015
DEL111,2024-11-17,15,Sunday,516,1416.1,Fog,0,None,12,26,Low,941,12,0.062
DEL111,2024-11-17,16,Sunday,790,1416.1,Fog,0,None,15,34,Low,1264,12,0.018
DEL111,2024-11-17,17,Sunday,941,1416.1,Fog,0,None,10,57,Medium,2122,8,0.227
DEL111,2024-11-17,18,Sunday,1264,1416.1,Fog,0,None,5,96,Medium,2248,8,0.216
DEL111,2024-11-17,19,Sunday,2122,1416.1,Fog,0,None,7,111,Medium,1931,8,0.22
DEL111,2024-11-17,20,Sunday,2248,1416.1,Fog,0,None,7,73,Low,1153,12,0.064
DEL111,2024-11-17,21,Sunday,1931,1416.1,Fog,0,None,10,45,Low,606,12,0.109
DEL111,2024-11-17,22,Sunday,1153,1416.1,Fog,0,None,12,28,Low,273,12,0.057
DEL111,2024-11-17,23,Sunday,606,1416.1,Fog,0,None,15,9,Low,273,12,0.084
DEL111,2024-11-18,5,Monday,369,1131.9,Cloudy,0,None,10,11,Low,1085,12,0.083
DEL111,2024-11-18,6,Monday,369,1131.9,Cloudy,0,None,15,31,Medium,2328,8,0.257
DEL111,2024-11-18,7,Monday,1085,1131.9,Cloudy,0,None,10,72,High,3561,5,0.625
DEL111,2024-11-18,8,Monday,2328,1131.9,Cloudy,0,None,5,92,High,3074,5,0.625
DEL111,2024-11-18,9,Monday,3561,1131.9,Cloudy,0,None,5,85,Low,1646,12,0.097
DEL111,2024-11-18,10,Monday,3074,1131.9,Cloudy,0,None,7,49,Low,1140,12,0.049
DEL111,2024-11-18,11,Monday,1646,1131.9,Cloudy,0,None,12,25,Low,713,12,0.013
DEL111,2024-11-18,12,Monday,1140,1131.9,Cloudy,0,None,10,22,Low,804,12,0.063
DEL111,2024-11-18,13,Monday,713,1131.9,Cloudy,0,None,10,22,Low,721,12,0.014
DEL111,2024-11-18,14,Monday,804,1131.9,Cloudy,0,None,12,18,Low,1134,12,0.06
DEL111,2024-11-18,15,Monday,721,1131.9,Cloudy,0,None,10,30,Low,1508,12,0.011
DEL111,2024-11-18,16,Monday,1134,1131.9,Cloudy,0,None,10,35,Medium,2329,8,0.24
DEL111,2024-11-18,17,Monday,1508,1131.9,Cloudy,0,None,12,67,High,3082,5,0.565
DEL111,2024-11-18,18,Monday,2329,1131.9,Cloudy,0,None,5,74,High,4075,5,0.59
DEL111,2024-11-18,19,Monday,3082,1131.9,Cloudy,0,None,5,113,Medium,2638,8,0.299
DEL111,2024-11-18,20,Monday,4075,1131.9,Cloudy,0,None,5,75,Medium,1877,8,0.309
DEL111,2024-11-18,21,Monday,2638,1131.9,Cloudy,0,None,15,51,Low,986,12,0.08
DEL111,2024-11-18,22,Monday,1877,1131.9,Cloudy,0,None,15,24,Low,369,12,0.065
DEL111,2024-11-18,23,Monday,986,1131.9,Cloudy,0,None,15,9,Low,369,12,0.044
DEL111,2024-11-19,5,Tuesday,407,1759.9,Clear,0,None,12,8,Low,1184,12,0.013
DEL111,2024-11-19,6,Tuesday,407,1759.9,Clear,0,None,12,30,High,2894,5,0.584
DEL111,2024-11-19,7,Tuesday,1184,1759.9,Clear,0,None,12,68,High,3625,5,0.638
DEL111,2024-11-19,8,Tuesday,2894,1759.9,Clear,0,None,7,109,High,3670,5,0.595
DEL111,2024-11-19,9,Tuesday,3625,1759.9,Clear,0,None,7,81,Medium,1740,8,0.216
DEL111,2024-11-19,10,Tuesday,3670,1759.9,Clear,0,None,5,55,Low,1070,12,0.058
DEL111,2024-11-19,11,Tuesday,1740,1759.9,Clear,0,None,10,28,Low,757,12,0.059
DEL111,2024-11-19,12,Tuesday,1070,1759.9,Clear,0,None,15,20,Low,811,12,0.047
DEL111,2024-11-19,13,Tuesday,757,1759.9,Clear,0,None,10,19,Low,707,12,0.096
DEL111,2024-11-19,14,Tuesday,811,1759.9,Clear,0,None,10,19,Low,1199,12,0.022
DEL111,2024-11-19,15,Tuesday,707,1759.9,Clear,0,None,12,31,Low,1530,12,0.023
DEL111,2024-11-19,16,Tuesday,1199,1759.9,Clear,0,None,15,42,Medium,2319,8,0.258
DEL111,2024-11-19,17,Tuesday,1530,1759.9,Clear,0,None,12,67,High,3077,5,0.572
DEL111,2024-11-19,18,Tuesday,2319,1759.9,Clear,0,None,7,79,High,3595,5,0.637
DEL111,2024-11-19,19,Tuesday,3077,1759.9,Clear,0,None,7,111,High,2963,5,0.617
DEL111,2024-11-19,20,Tuesday,3595,1759.9,Clear,0,None,7,77,Medium,1932,8,0.227
DEL111,2024-11-19,21,Tuesday,2963,1759.9,Clear,0,None,15,48,Low,1031,12,0.011
DEL111,2024-11-19,22,Tuesday,1932,1759.9,Clear,0,None,10,32,Low,326,12,0.105
DEL111,2024-11-19,23,Tuesday,1031,1759.9,Clear,0,None,12,9,Low,326,12,0.028
DEL111,2024-11-20,5,Wednesday,294,1833.5,Clear,0,None,10,8,Low,1205,12,0.076
DEL111,2024-11-20,6,Wednesday,294,1833.5,Clear,0,None,10,32,High,2864,5,0.61
DEL111,2024-11-20,7,Wednesday,1205,1833.5,Clear,0,None,12,72,High,2987,5,0.58
DEL111,2024-11-20,8,Wednesday,2864,1833.5,Clear,0,None,7,111,High,3390,5,0.607
DEL111,2024-11-20,9,Wednesday,2987,1833.5,Clear,0,None,7,81,Medium,1799,8,0.216
DEL111,2024-11-20,10,Wednesday,3390,1833.5,Clear,0,None,7,44,Low,1258,12,0.055
DEL111,2024-11-20,11,Wednesday,1799,1833.5,Clear,0,None,12,32,Low,732,12,0.016
DEL111,2024-11-20,12,Wednesday,1258,1833.5,Clear,0,None,15,21,Low,788,12,0.011
DEL111,2024-11-20,13,Wednesday,732,1833.5,Clear,0,None,10,19,Low,716,12,0.092
DEL111,2024-11-20,14,Wednesday,788,1833.5,Clear,0,None,10,21,Low,1044,12,0.068
DEL111,2024-11-20,15,Wednesday,716,1833.5,Clear,0,None,10,33,Low,1610,12,0.031
DEL111,2024-11-20,16,Wednesday,1044,1833.5,Clear,0,None,10,36,Medium,2485,8,0.228
DEL111,2024-11-20,17,Wednesday,1610,1833.5,Clear,0,None,12,48,High,2938,5,0.637
DEL111,2024-11-20,18,Wednesday,2485,1833.5,Clear,0,None,5,90,Critical,4165,3,0.906
DEL111,2024-11-20,19,Wednesday,2938,1833.5,Clear,0,None,5,111,Medium,2699,8,0.252
DEL111,2024-11-20,20,Wednesday,4165,1833.5,Clear,0,None,7,82,Low,1433,12,0.014
DEL111,2024-11-20,21,Wednesday,2699,1833.5,Clear,0,None,12,57,Low,1123,12,0.103
DEL111,2024-11-20,22,Wednesday,1433,1833.5,Clear,0,None,15,24,Low,393,12,0.075
DEL111,2024-11-20,23,Wednesday,1123,1833.5,Clear,0,None,15,11,Low,393,12,0.056
DEL111,2024-11-21,5,Thursday,317,1785.4,Haze,0,None,10,11,Low,899,12,0.085
DEL111,2024-11-21,6,Thursday,317,1785.4,Haze,0,None,12,33,Medium,2487,8,0.298
DEL111,2024-11-21,7,Thursday,899,1785.4,Haze,0,None,10,78,High,3503,5,0.604
DEL111,2024-11-21,8,Thursday,2487,1785.4,Haze,0,None,5,80,High,3825,5,0.592
DEL111,2024-11-21,9,Thursday,3503,1785.4,Haze,0,None,5,88,Medium,1871,8,0.251
DEL111,2024-11-21,10,Thursday,3825,1785.4,Haze,0,None,7,42,Low,1204,12,0.071
DEL111,2024-11-21,11,Thursday,1871,1785.4,Haze,0,None,12,26,Low,763,12,0.073
DEL111,2024-11-21,12,Thursday,1204,1785.4,Haze,0,None,15,20,Low,865,12,0.021
DEL111,2024-11-21,13,Thursday,763,1785.4,Haze,0,None,10,18,Low,681,12,0.034
DEL111,2024-11-21,14,Thursday,865,1785.4,Haze,0,None,12,22,Low,1112,12,0.105
DEL111,2024-11-21,15,Thursday,681,1785.4,Haze,0,None,15,28,Low,1261,12,0.016
DEL111,2024-11-21,16,Thursday,1112,1785.4,Haze,0,None,12,34,Medium,2425,8,0.215
DEL111,2024-11-21,17,Thursday,1261,1785.4,Haze,0,None,12,55,High,3739,5,0.575
DEL111,2024-11-21,18,Thursday,2425,1785.4,Haze,0,None,5,75,High,4065,5,0.563
DEL111,2024-11-21,19,Thursday,3739,1785.4,Haze,0,None,5,91,High,2953,5,0.579
DEL111,2024-11-21,20,Thursday,4065,1785.4,Haze,0,None,7,68,Low,1591,12,0.108
DEL111,2024-11-21,21,Thursday,2953,1785.4,Haze,0,None,15,45,Low,1112,12,0.108
DEL111,2024-11-21,22,Thursday,1591,1785.4,Haze,0,None,15,24,Low,349,12,0.078
DEL111,2024-11-21,23,Thursday,1112,1785.4,Haze,0,None,15,11,Low,349,12,0.042
DEL111,2024-11-22,5,Friday,408,1843.3,Haze,0,None,10,10,Low,1074,12,0.107
DEL111,2024-11-22,6,Friday,408,1843.3,Haze,0,None,12,30,Medium,2500,8,0.304
DEL111,2024-11-22,7,Friday,1074,1843.3,Haze,0,None,12,67,Critical,4551,3,0.87
DEL111,2024-11-22,8,Friday,2500,1843.3,Haze,0,None,7,96,High,3633,5,0.602
DEL111,2024-11-22,9,Friday,4551,1843.3,Haze,0,None,7,89,Medium,2070,8,0.262
DEL111,2024-11-22,10,Friday,3633,1843.3,Haze,0,None,5,47,Low,1064,12,0.107
DEL111,2024-11-22,11,Friday,2070,1843.3,Haze,0,None,10,29,Low,665,12,0.086
DEL111,2024-11-22,12,Friday,1064,1843.3,Haze,0,None,15,17,Low,827,12,0.076
DEL111,2024-11-22,13,Friday,665,1843.3,Haze,0,None,10,22,Low,859,12,0.105
DEL111,2024-11-22,14,Friday,827,1843.3,Haze,0,None,15,22,Low,977,12,0.041
DEL111,2024-11-22,15,Friday,859,1843.3,Haze,0,None,12,31,Low,1418,12,0.055
DEL111,2024-11-22,16,Friday,977,1843.3,Haze,0,None,15,38,Medium,2038,8,0.226
DEL111,2024-11-22,17,Friday,1418,1843.3,Haze,0,None,15,60,High,3527,5,0.66
DEL111,2024-11-22,18,Friday,2038,1843.3,Haze,0,None,5,101,Critical,4145,3,0.871
DEL111,2024-11-22,19,Friday,3527,1843.3,Haze,0,None,5,84,High,2881,5,0.625
DEL111,2024-11-22,20,Friday,4145,1843.3,Haze,0,None,7,69,Medium,1800,8,0.248
DEL111,2024-11-22,21,Friday,2881,1843.3,Haze,0,None,15,57,Low,902,12,0.025
DEL111,2024-11-22,22,Friday,1800,1843.3,Haze,0,None,10,30,Low,338,12,0.015
DEL111,2024-11-22,23,Friday,902,1843.3,Haze,0,None,12,9,Low,338,12,0.081
DEL111,2024-11-23,5,Saturday,344,1877.7,Clear,0,None,12,10,Low,941,12,0.011
DEL111,2024-11-23,6,Saturday,344,1877.7,Clear,0,None,10,26,Medium,2287,8,0.275
DEL111,2024-11-23,7,Saturday,941,1877.7,Clear,0,None,10,75,High,2882,5,0.602
DEL111,2024-11-23,8,Saturday,2287,1877.7,Clear,0,None,5,106,Medium,2618,8,0.253
DEL111,2024-11-23,9,Saturday,2882,1877.7,Clear,0,None,7,87,Low,1498,12,0.013
DEL111,2024-11-23,10,Saturday,2618,1877.7,Clear,0,None,7,44,Low,926,12,0.088
DEL111,2024-11-23,11,Saturday,1498,1877.7,Clear,0,None,12,27,Low,680,12,0.032
DEL111,2024-11-23,12,Saturday,926,1877.7,Clear,0,None,10,18,Low,558,12,0.073
DEL111,2024-11-23,13,Saturday,680,1877.7,Clear,0,None,15,20,Low,590,12,0.033
DEL111,2024-11-23,14,Saturday,558,1877.7,Clear,0,None,10,16,Low,826,12,0.104
DEL111,2024-11-23,15,Saturday,590,1877.7,Clear,0,None,10,33,Low,961,12,0.073
DEL111,2024-11-23,16,Saturday,826,1877.7,Clear,0,None,15,42,Medium,1960,8,0.225
DEL111,2024-11-23,17,Saturday,961,1877.7,Clear,0,None,15,60,High,3162,5,0.618
DEL111,2024-11-23,18,Saturday,1960,1877.7,Clear,0,None,5,92,High,3220,5,0.574
DEL111,2024-11-23,19,Saturday,3162,1877.7,Clear,0,None,5,94,Medium,2448,8,0.254
DEL111,2024-11-23,20,Saturday,3220,1877.7,Clear,0,None,5,69,Medium,1773,8,0.3
DEL111,2024-11-23,21,Saturday,2448,1877.7,Clear,0,None,10,52,Low,938,12,0.059
DEL111,2024-11-23,22,Saturday,1773,1877.7,Clear,0,None,10,26,Low,323,12,0.104
DEL111,2024-11-23,23,Saturday,938,1877.7,Clear,0,None,10,9,Low,323,12,0.059
DEL111,2024-11-24,5,Sunday,265,1522.9,Haze,0,None,12,8,Low,808,12,0.08
DEL111,2024-11-24,6,Sunday,265,1522.9,Haze,0,None,15,24,Medium,1807,8,0.277
DEL111,2024-11-24,7,Sunday,808,1522.9,Haze,0,None,10,77,High,2835,5,0.636
DEL111,2024-11-24,8,Sunday,1807,1522.9,Haze,0,None,7,103,Medium,2098,8,0.309
DEL111,2024-11-24,9,Sunday,2835,1522.9,Haze,0,None,7,83,Low,1363,12,0.057
DEL111,2024-11-24,10,Sunday,2098,1522.9,Haze,0,None,5,41,Low,718,12,0.051
DEL111,2024-11-24,11,Sunday,1363,1522.9,Haze,0,None,15,24,Low,550,12,0.066
DEL111,2024-11-24,12,Sunday,718,1522.9,Haze,0,None,12,18,Low,649,12,0.013
DEL111,2024-11-24,13,Sunday,550,1522.9,Haze,0,None,15,18,Low,560,12,0.1
DEL111,2024-11-24,14,Sunday,649,1522.9,Haze,0,None,10,18,Low,877,12,0.089
DEL111,2024-11-24,15,Sunday,560,1522.9,Haze,0,None,12,33,Low,1141,12,0.079
DEL111,2024-11-24,16,Sunday,877,1522.9,Haze,0,None,12,40,Low,1205,12,0.024
DEL111,2024-11-24,17,Sunday,1141,1522.9,Haze,0,None,10,65,Medium,2324,8,0.301
DEL111,2024-11-24,18,Sunday,1205,1522.9,Haze,0,None,5,82,Medium,2734,8,0.259
DEL111,2024-11-24,19,Sunday,2324,1522.9,Haze,0,None,7,80,Medium,1656,8,0.259
DEL111,2024-11-24,20,Sunday,2734,1522.9,Haze,0,None,7,68,Low,1271,12,0.109
DEL111,2024-11-24,21,Sunday,1656,1522.9,Haze,0,None,12,51,Low,779,12,0.076
DEL111,2024-11-24,22,Sunday,1271,1522.9,Haze,0,None,15,26,Low,229,12,0.088
DEL111,2024-11-24,23,Sunday,779,1522.9,Haze,0,None,10,8,Low,229,12,0.046
DEL111,2024-11-25,5,Monday,313,1256.3,Fog,0,None,10,8,Low,1177,12,0.014
DEL111,2024-11-25,6,Monday,313,1256.3,Fog,0,None,15,26,Low,1556,12,0.041
DEL111,2024-11-25,7,Monday,1177,1256.3,Fog,0,None,10,78,High,3556,5,0.575
DEL111,2024-11-25,8,Monday,1556,1256.3,Fog,0,None,5,84,High,3478,5,0.574
DEL111,2024-11-25,9,Monday,3556,1256.3,Fog,0,None,7,93,Medium,1726,8,0.244
DEL111,2024-11-25,10,Monday,3478,1256.3,Fog,0,None,5,45,Low,1185,12,0.043
DEL111,2024-11-25,11,Monday,1726,1256.3,Fog,0,None,15,29,Low,663,12,0.022
DEL111,2024-11-25,12,Monday,1185,1256.3,Fog,0,None,10,19,Low,630,12,0.056
DEL111,2024-11-25,13,Monday,663,1256.3,Fog,0,None,12,20,Low,692,12,0.069
DEL111,2024-11-25,14,Monday,630,1256.3,Fog,0,None,12,16,Low,999,12,0.055
DEL111,2024-11-25,15,Monday,692,1256.3,Fog,0,None,10,24,Low,1306,12,0.028
DEL111,2024-11-25,16,Monday,999,1256.3,Fog,0,None,15,33,Medium,2040,8,0.237
